id,serviceType,subscriptionType,bd,location,spending,status,serviceRate,signUpDate
4387,Mobile,Standard,2011-10-26,Lviv,100,Active,4,2020-01-27
4388,Internet,Business,1988-07-31,Kyiv,300,Active,3,2002-04-28
4389,Mobile,Special,2001-11-06,Odesa,300,Inactive,5,2004-12-11
4390,Mobile,Business,1949-01-18,Rivne,200,Active,4,2009-06-24
4391,TV,Business,2015-07-16,Chernihiv,100,Active,5,2004-02-26
4392,Fixed Line,Premium,2012-10-31,Zhytomyr,200,Active,5,2003-05-24
4393,Mobile,Standard,2012-08-07,Kyiv,100,Active,4,2004-08-23
4394,Internet,Economy,1978-02-08,Kharkiv,700,Active,5,2002-06-01
4395,IoT,Economy,2020-02-24,Lviv,300,Active,5,2001-03-02
4396,Internet,Economy,2006-05-09,Ivano-Frankivsk,100,Active,4,2000-05-17
4397,Fixed Line,Economy,2007-09-24,Kropyvnytskyi,100,Potential,3,2005-02-26
4398,Fixed Line,Standard,2020-12-03,Mykolaiv,300,Active,5,2002-08-11
4399,Mobile,Economy,2008-07-09,Kyiv,300,Active,1,2011-09-30
4400,Mobile,Business,2003-04-14,Odesa,200,Potential,5,2001-05-19
4401,Fixed Line,Business,2021-02-27,Kyiv,300,Active,4,2002-01-14
4402,Mobile,Economy,2003-06-25,Kyiv,300,Active,3,2019-04-18
4403,Internet,Economy,1935-05-23,Kyiv,200,Active,5,2004-06-13
4404,Fixed Line,Business,1928-01-01,Odesa,700,Active,4,2002-05-01
4405,Fixed Line,Business,2002-03-26,Odesa,200,Active,4,2010-10-20
4406,Mobile,Business,2003-03-09,Dnipro,50,Active,1,2007-06-13
4407,Mobile,Special,2013-10-19,Dnipro,200,Active,4,2004-08-29
4408,Mobile,Special,1928-01-01,Sumy,100,Inactive,3,2012-01-16
4409,Internet,Standard,2014-03-24,Kyiv,200,Active,3,2000-07-16
4410,Mobile,Economy,2006-06-28,Kyiv,300,Potential,3,2002-09-30
4411,Internet,Premium,2022-12-03,Poltava,50,Active,1,2009-02-09
4412,Mobile,Economy,2011-03-29,Zaporizhzhia,500,Active,4,2002-09-02
4413,Internet,Business,2020-12-21,Kyiv,300,Potential,4,2014-04-24
4414,Mobile,Standard,1985-09-19,Rivne,100,Inactive,4,2000-11-26
4415,Internet,Premium,2000-06-18,Odesa,200,Inactive,4,2002-03-31
4416,Mobile,Economy,1999-10-04,Dnipro,200,Active,5,2003-01-14
4417,Mobile,Standard,2013-10-05,Dnipro,100,Inactive,1,2006-05-11
4418,TV,Standard,1976-10-26,Odesa,50,Active,4,2001-03-10
4419,Mobile,Business,2022-11-30,Vinnytsia,50,Inactive,5,2000-01-20
4420,Internet,Economy,2011-11-22,Dnipro,200,Potential,1,2020-07-16
4421,TV,Business,1993-07-04,Lviv,100,Active,4,2012-07-16
4422,Internet,Business,1957-09-13,Zhytomyr,50,Active,4,2001-12-14
4423,TV,Premium,2015-09-07,Odesa,500,Inactive,3,2003-08-14
4424,Mobile,Premium,2001-09-04,Chernihiv,100,Active,3,2003-09-04
4425,Mobile,Standard,2001-11-11,Odesa,200,Active,5,2011-02-20
4426,Mobile,Economy,1966-04-02,Kharkiv,100,Active,4,2004-12-22
4427,Mobile,Economy,2021-08-01,Lviv,50,Active,3,2009-08-03
4428,Mobile,Business,2007-11-17,Ternopil,300,Active,5,2013-04-22
4429,Mobile,Premium,2017-06-27,Ivano-Frankivsk,100,Active,5,2004-07-27
4430,Internet,Economy,2022-05-29,Kyiv,50,Active,3,2001-11-03
4431,TV,Standard,2018-08-25,Kyiv,200,Active,4,2003-10-13
4432,Mobile,Standard,1928-01-01,Khmelnytskyi,50,Active,5,2010-06-02
4433,Mobile,Economy,2016-05-19,Zhytomyr,200,Active,3,2004-10-18
4434,Mobile,Standard,1948-02-26,Kharkiv,100,Inactive,4,2012-05-18
4435,Mobile,Economy,2016-09-17,Kharkiv,200,Active,3,2012-05-12
4436,Fixed Line,Economy,1949-09-07,Mykolaiv,50,Inactive,3,2002-07-23
4437,Mobile,Standard,1993-11-23,Kyiv,900,Inactive,3,2003-04-03
4438,Mobile,Standard,2019-09-18,Cherkasy,200,Active,5,2006-03-15
4439,Fixed Line,Economy,1999-02-16,Kharkiv,200,Active,5,2000-08-23
4440,TV,Standard,2012-07-03,Ternopil,300,Inactive,4,2003-06-07
4441,Internet,Economy,2009-10-10,Kyiv,300,Active,4,2000-11-19
4442,Internet,Economy,2007-02-13,Zaporizhzhia,300,Active,2,2010-04-25
4443,Mobile,Economy,2007-12-17,Vinnytsia,300,Active,4,2015-08-31
4444,Mobile,Economy,1993-02-18,Rivne,200,Active,3,2000-11-01
4445,Mobile,Economy,1982-12-16,Chernihiv,200,Active,4,2006-01-10
4446,Mobile,Business,2012-01-27,Zhytomyr,500,Active,5,2005-07-17
4447,TV,Standard,1952-04-25,Zhytomyr,500,Active,1,2007-10-25
4448,Internet,Economy,1946-09-01,Dnipro,100,Active,4,2006-07-08
4449,Mobile,Economy,2021-11-12,Kyiv,200,Potential,4,2001-05-04
4450,Mobile,Economy,2022-08-04,Poltava,300,Active,3,2001-11-19
4451,Mobile,Premium,2007-11-06,Zhytomyr,50,Active,4,2000-12-27
4452,Internet,Economy,1998-07-20,Kyiv,700,Inactive,4,2013-11-28
4453,Mobile,Economy,2014-02-02,Vinnytsia,200,Active,5,2004-01-15
4454,Mobile,Standard,2014-10-12,Kyiv,300,Active,2,2020-06-16
4455,Internet,Standard,1991-12-13,Kyiv,100,Inactive,4,2003-04-08
4456,Mobile,Economy,1997-10-19,Chernihiv,100,Inactive,5,2004-05-28
4457,Mobile,Standard,2017-12-30,Chernihiv,100,Active,5,2008-07-11
4458,Mobile,Economy,1963-11-28,Zaporizhzhia,100,Active,5,2008-09-26
4459,Mobile,Economy,1991-10-23,Rivne,200,Active,3,2001-06-09
4460,Mobile,Standard,2010-09-03,Kyiv,500,Active,2,2001-11-11
4461,Mobile,Premium,1991-06-30,Kyiv,200,Active,5,2000-07-24
4462,Fixed Line,Standard,2019-09-24,Rivne,100,Active,2,2008-12-18
4463,Fixed Line,Economy,2005-09-17,Kharkiv,50,Active,5,2008-08-24
4464,Internet,Standard,2017-12-07,Odesa,300,Active,2,2000-06-18
4465,TV,Economy,2021-11-04,Ivano-Frankivsk,200,Active,3,2001-08-18
4466,Mobile,Premium,2011-09-12,Zhytomyr,900,Potential,3,2003-04-10
4467,TV,Standard,2018-07-13,Chernihiv,300,Inactive,4,2004-04-09
4468,Mobile,Economy,1995-07-09,Sumy,500,Inactive,5,2004-01-18
4469,Mobile,Standard,1992-04-23,Odesa,50,Active,5,2022-05-02
4470,Mobile,Standard,2018-08-06,Odesa,300,Active,4,2007-11-28
4471,Mobile,Economy,2022-04-27,Rivne,100,Inactive,1,2000-08-28
4472,IoT,Business,1979-11-27,Poltava,200,Active,4,2001-11-25
4473,Mobile,Business,2022-12-12,Lviv,200,Active,5,2002-04-27
4474,Mobile,Economy,2011-06-19,Kharkiv,200,Active,4,2002-01-27
4475,Mobile,Business,2004-04-27,Chernihiv,100,Active,3,2008-06-10
4476,Mobile,Standard,1976-04-05,Lviv,200,Potential,3,2002-06-13
4477,Mobile,Premium,1973-01-27,Cherkasy,50,Active,5,2003-09-18
4478,Mobile,Business,1987-08-31,Kyiv,50,Active,4,2004-03-04
4479,Mobile,Standard,2015-03-25,Odesa,300,Active,5,2001-09-22
4480,TV,Economy,1988-02-18,Chernihiv,900,Active,3,2002-02-18
4481,Mobile,Business,2015-04-03,Kyiv,300,Active,5,2008-04-16
4482,Mobile,Economy,2016-05-22,Lviv,200,Inactive,3,2011-01-13
4483,Internet,Economy,2001-04-25,Zhytomyr,50,Active,3,2000-03-16
4484,IoT,Economy,1991-11-27,Chernihiv,50,Inactive,4,2005-02-01
4485,Mobile,Business,2021-07-05,Kharkiv,100,Active,5,2005-06-30
4486,Mobile,Business,2021-04-23,Lviv,900,Active,3,2007-04-27
4487,IoT,Economy,1981-01-09,Odesa,200,Inactive,5,2006-06-25
4488,Mobile,Business,1969-04-09,Zaporizhzhia,500,Inactive,5,2011-06-30
4489,Internet,Economy,1997-08-11,Kyiv,300,Potential,3,2000-06-12
4490,Mobile,Special,2007-09-02,Kharkiv,300,Active,5,2002-09-10
4491,TV,Standard,1971-11-27,Dnipro,700,Active,5,2008-05-05
4492,IoT,Economy,1987-04-11,Kharkiv,100,Active,5,2010-04-07
4493,TV,Economy,1999-04-12,Kyiv,200,Active,5,2001-09-07
4494,Mobile,Economy,2012-06-14,Kyiv,500,Active,5,2004-10-26
4495,Mobile,Economy,2016-12-17,Kropyvnytskyi,200,Active,4,2001-02-02
4496,Mobile,Premium,2008-02-25,Kropyvnytskyi,100,Inactive,5,2010-06-03
4497,TV,Economy,2013-09-30,Dnipro,100,Active,5,2007-03-06
4498,TV,Special,2011-08-29,Sumy,300,Active,4,2001-05-17
4499,Mobile,Standard,2003-02-26,Cherkasy,50,Active,4,2005-05-09
4500,Internet,Standard,2017-12-06,Kyiv,700,Active,5,2003-11-24
4501,Mobile,Economy,1978-01-29,Odesa,50,Potential,4,2001-08-22
4502,Mobile,Business,2018-09-12,Odesa,300,Active,4,2012-03-30
4503,Internet,Standard,2005-01-17,Zaporizhzhia,300,Potential,4,2000-11-15
4504,Mobile,Business,1985-06-26,Zaporizhzhia,200,Potential,5,2003-06-14
4505,Mobile,Special,2004-10-31,Khmelnytskyi,200,Potential,3,2004-10-14
4506,Mobile,Economy,2010-09-28,Sumy,500,Inactive,5,2009-07-01
4507,TV,Economy,2005-05-14,Rivne,300,Active,2,2000-11-21
4508,TV,Business,1971-04-22,Zhytomyr,300,Active,5,2005-02-21
4509,IoT,Business,1928-01-01,Mykolaiv,100,Active,4,2000-01-14
4510,Fixed Line,Standard,1995-09-12,Odesa,50,Active,5,2009-06-20
4511,Internet,Economy,1979-10-28,Lviv,50,Inactive,4,2001-06-19
4512,Mobile,Standard,2022-08-09,Zaporizhzhia,100,Inactive,2,2006-12-27
4513,IoT,Economy,1964-11-13,Chernihiv,300,Active,4,2005-01-15
4514,Internet,Economy,1938-09-03,Dnipro,200,Active,5,2000-04-12
4515,Internet,Standard,1999-07-26,Rivne,300,Active,5,2001-02-08
4516,Internet,Economy,1984-08-17,Kropyvnytskyi,100,Active,3,2001-09-15
4517,TV,Standard,2003-04-27,Vinnytsia,200,Active,5,2011-12-04
4518,Mobile,Special,2013-10-09,Kharkiv,500,Active,5,2003-08-03
4519,Mobile,Business,1970-08-25,Rivne,700,Active,4,2013-05-27
4520,Internet,Business,1998-02-17,Kyiv,700,Active,4,2000-04-07
4521,TV,Business,1999-04-17,Kyiv,500,Active,4,2000-01-14
4522,Internet,Economy,1993-07-15,Rivne,300,Active,2,2016-03-19
4523,Mobile,Business,1969-12-11,Ivano-Frankivsk,700,Active,5,2007-01-18
4524,Mobile,Business,1986-12-17,Dnipro,300,Potential,3,2008-05-16
4525,Fixed Line,Business,2016-07-05,Zhytomyr,900,Active,4,2013-07-20
4526,Fixed Line,Standard,2005-10-13,Odesa,50,Active,5,2022-10-30
4527,Internet,Economy,1928-01-01,Poltava,700,Inactive,5,2000-07-24
4528,Mobile,Economy,2000-11-11,Poltava,200,Active,2,2000-12-10
4529,TV,Economy,1946-10-07,Lviv,100,Active,4,2001-02-21
4530,Internet,Special,1977-01-16,Odesa,100,Active,4,2009-05-05
4531,Fixed Line,Standard,1992-12-23,Khmelnytskyi,500,Active,5,2002-05-28
4532,Mobile,Business,2011-03-27,Lviv,200,Active,5,2004-12-04
4533,Mobile,Standard,2013-01-25,Kyiv,900,Active,1,2010-08-01
4534,TV,Standard,1994-10-09,Kharkiv,100,Active,4,2006-04-17
4535,Mobile,Economy,2007-06-28,Kyiv,200,Active,1,2000-05-15
4536,Internet,Economy,1979-02-09,Zhytomyr,200,Active,5,2003-03-26
4537,Mobile,Standard,1983-11-17,Kyiv,200,Active,2,2000-05-19
4538,Fixed Line,Standard,2012-10-04,Poltava,300,Active,5,2003-07-27
4539,Mobile,Economy,1989-10-15,Odesa,300,Active,3,2001-05-10
4540,Mobile,Premium,2004-04-27,Mykolaiv,50,Active,5,2000-01-03
4541,TV,Economy,2012-04-23,Zaporizhzhia,50,Active,3,2009-03-08
4542,Internet,Business,2008-06-02,Dnipro,50,Active,4,2019-02-02
4543,Mobile,Economy,1961-03-16,Kropyvnytskyi,500,Active,4,2018-03-22
4544,Mobile,Standard,2010-10-21,Kyiv,200,Active,3,2001-12-12
4545,IoT,Economy,2013-09-22,Zaporizhzhia,200,Active,3,2009-08-30
4546,Mobile,Premium,2011-02-18,Kropyvnytskyi,200,Inactive,2,2006-03-21
4547,Internet,Standard,2016-05-22,Chernihiv,500,Active,1,2008-10-24
4548,Mobile,Standard,2001-06-19,Ivano-Frankivsk,50,Active,3,2010-04-02
4549,TV,Business,2018-08-20,Kyiv,100,Active,4,2021-07-01
4550,Fixed Line,Economy,1976-06-10,Kyiv,300,Active,5,2000-11-25
4551,Internet,Economy,2016-01-02,Kyiv,900,Active,5,2008-01-16
4552,Mobile,Premium,1998-01-18,Kropyvnytskyi,300,Inactive,2,2007-04-03
4553,TV,Standard,2019-05-07,Kropyvnytskyi,100,Active,3,2001-11-09
4554,Mobile,Economy,1928-01-01,Odesa,200,Potential,5,2002-09-24
4555,TV,Standard,2006-05-29,Odesa,900,Active,4,2001-01-24
4556,Mobile,Economy,1975-09-21,Kyiv,200,Active,3,2013-05-21
4557,Internet,Economy,1982-12-04,Odesa,200,Inactive,4,2011-07-31
4558,Mobile,Standard,1988-10-05,Dnipro,200,Active,3,2005-03-19
4559,Fixed Line,Business,1974-11-29,Ternopil,900,Active,2,2003-12-04
4560,Mobile,Standard,2020-02-08,Rivne,300,Active,5,2001-06-14
4561,Mobile,Standard,1991-12-08,Ternopil,300,Potential,3,2008-07-14
4562,Mobile,Business,2014-07-17,Cherkasy,100,Active,5,2000-01-17
4563,Mobile,Economy,1980-10-22,Ternopil,200,Active,5,2003-05-27
4564,Mobile,Premium,1936-12-08,Ivano-Frankivsk,200,Active,5,2010-10-15
4565,Mobile,Business,1959-07-21,Kharkiv,100,Active,3,2005-04-11
4566,TV,Economy,2019-08-29,Odesa,500,Active,3,2005-07-09
4567,Mobile,Economy,2010-05-16,Odesa,200,Active,4,2000-05-26
4568,Fixed Line,Special,2010-08-07,Chernihiv,100,Active,4,2001-11-06
4569,Mobile,Special,2019-06-07,Chernivtsi,700,Inactive,5,2006-02-18
4570,Internet,Economy,2020-03-05,Zaporizhzhia,100,Active,2,2000-04-11
4571,Mobile,Economy,2009-09-12,Khmelnytskyi,300,Potential,5,2002-03-14
4572,IoT,Economy,1928-01-01,Kyiv,300,Active,4,2002-05-23
4573,TV,Economy,1999-12-18,Sumy,700,Active,5,2003-10-13
4574,Mobile,Standard,1996-05-20,Rivne,500,Inactive,4,2002-06-19
4575,Fixed Line,Standard,2005-07-26,Poltava,300,Active,4,2003-04-25
4576,Mobile,Business,1993-04-12,Khmelnytskyi,200,Active,5,2004-05-02
4577,Internet,Economy,1937-01-25,Zaporizhzhia,200,Active,2,2000-10-01
4578,Mobile,Business,1998-09-05,Lviv,700,Active,2,2001-02-02
4579,Mobile,Economy,2021-02-28,Lviv,50,Potential,4,2009-10-13
4580,Mobile,Economy,2004-05-30,Vinnytsia,300,Active,4,2003-05-16
4581,Fixed Line,Standard,1928-01-01,Zhytomyr,100,Inactive,3,2002-05-27
4582,Mobile,Economy,2009-08-02,Kyiv,100,Inactive,2,2003-02-11
4583,Fixed Line,Economy,1998-05-01,Zaporizhzhia,100,Active,1,2001-01-19
4584,Internet,Business,2019-12-01,Ternopil,50,Inactive,5,2001-07-02
4585,Mobile,Economy,2018-11-02,Kyiv,900,Active,4,2003-12-20
4586,Fixed Line,Premium,1966-02-21,Kyiv,500,Active,5,2002-06-08
4587,TV,Economy,2013-03-23,Dnipro,200,Inactive,4,2003-07-14
4588,TV,Economy,2013-01-09,Odesa,300,Active,5,2000-11-20
4589,Internet,Standard,2009-08-05,Lviv,200,Active,4,2000-12-06
4590,Fixed Line,Business,1930-01-14,Lviv,500,Active,4,2002-08-26
4591,Fixed Line,Standard,2020-08-03,Kyiv,500,Active,4,2002-08-10
4592,Mobile,Standard,1976-03-29,Poltava,100,Active,2,2011-10-06
4593,Mobile,Business,2011-07-25,Chernihiv,200,Active,5,2000-03-09
4594,Mobile,Premium,1971-02-28,Uzhhorod,300,Active,5,2027-01-21
4595,Mobile,Economy,1928-01-01,Vinnytsia,900,Potential,3,2017-03-03
4596,Mobile,Premium,2011-04-07,Chernivtsi,300,Active,5,2004-04-11
4597,IoT,Standard,2019-03-18,Zhytomyr,500,Active,3,2006-12-12
4598,Mobile,Premium,2018-09-25,Chernivtsi,500,Active,4,2014-12-27
4599,Fixed Line,Standard,1984-01-28,Dnipro,200,Inactive,5,2001-08-01
4600,Internet,Economy,2018-09-19,Zhytomyr,500,Active,3,2002-01-28
4601,Mobile,Standard,2014-09-29,Ternopil,200,Potential,3,2000-08-23
4602,Mobile,Standard,2016-09-28,Odesa,200,Active,4,2004-07-17
4603,Internet,Standard,2010-12-20,Kyiv,300,Active,4,2000-12-13
4604,Fixed Line,Business,2020-11-20,Chernihiv,100,Active,2,2014-08-18
4605,IoT,Business,1969-10-20,Kyiv,200,Active,1,2003-02-03
4606,Mobile,Standard,1969-02-22,Odesa,300,Active,5,2013-10-22
4607,TV,Standard,2008-06-02,Kharkiv,200,Active,4,2001-04-04
4608,Mobile,Standard,1997-01-28,Chernihiv,700,Active,2,2006-06-26
4609,Internet,Standard,1994-11-19,Khmelnytskyi,900,Inactive,5,2005-09-16
4610,Internet,Special,1985-02-16,Zaporizhzhia,200,Inactive,3,2002-10-17
4611,Mobile,Standard,2002-11-13,Chernihiv,200,Active,3,2012-07-08
4612,Mobile,Economy,2003-06-15,Odesa,300,Inactive,5,2003-02-15
4613,Mobile,Standard,1995-09-08,Chernihiv,200,Active,5,2001-03-18
4614,Mobile,Standard,1989-10-05,Kharkiv,100,Active,2,2020-08-26
4615,Fixed Line,Standard,2011-05-07,Rivne,300,Active,5,2003-03-10
4616,Mobile,Standard,2012-01-09,Dnipro,300,Active,5,2001-04-11
4617,Internet,Economy,2014-05-25,Kharkiv,100,Potential,4,2002-06-22
4618,Mobile,Economy,2001-03-18,Kharkiv,500,Active,4,2005-03-16
4619,Fixed Line,Economy,2010-10-11,Mykolaiv,300,Active,3,2003-12-05
4620,Fixed Line,Standard,2001-09-21,Chernivtsi,100,Active,2,2005-07-09
4621,Fixed Line,Economy,2008-09-28,Odesa,300,Active,4,2005-12-08
4622,Internet,Business,1973-05-20,Kharkiv,100,Active,5,2000-09-20
4623,Mobile,Economy,2020-12-03,Uzhhorod,100,Active,5,2002-01-26
4624,TV,Business,1999-10-03,Zhytomyr,500,Active,3,2007-07-25
4625,Mobile,Economy,1999-07-15,Kharkiv,700,Potential,3,2005-10-02
4626,Mobile,Economy,2009-10-01,Kyiv,100,Active,4,2000-07-03
4627,Mobile,Standard,2008-01-16,Dnipro,700,Active,4,2002-01-27
4628,Internet,Economy,1978-12-03,Vinnytsia,100,Active,2,2014-08-31
4629,Internet,Business,2013-12-25,Dnipro,100,Active,4,2010-11-05
4630,Internet,Economy,1966-11-06,Lviv,50,Active,5,2006-01-30
4631,Mobile,Standard,1960-12-11,Kyiv,100,Potential,3,2000-05-31
4632,Mobile,Business,1994-03-19,Chernihiv,200,Inactive,3,2005-02-11
4633,TV,Economy,1982-06-04,Kropyvnytskyi,700,Inactive,3,2000-01-25
4634,Internet,Economy,1997-01-06,Khmelnytskyi,100,Active,5,2005-12-04
4635,Mobile,Economy,2002-08-10,Chernihiv,200,Active,4,2007-03-12
4636,Internet,Standard,1929-11-15,Rivne,300,Inactive,4,2003-10-07
4637,Mobile,Economy,2013-11-28,Lviv,200,Inactive,5,2000-01-08
4638,Mobile,Standard,2018-06-02,Poltava,300,Active,4,2006-01-05
4639,Mobile,Business,2013-09-21,Kyiv,200,Inactive,2,2009-05-19
4640,Mobile,Business,1996-11-23,Uzhhorod,100,Potential,5,2004-10-29
4641,Mobile,Economy,2017-05-25,Kropyvnytskyi,300,Active,5,2006-10-06
4642,TV,Economy,1957-06-08,Rivne,50,Active,3,2000-07-08
4643,Internet,Economy,2008-07-05,Vinnytsia,100,Active,1,2006-11-17
4644,Mobile,Standard,1971-01-26,Sumy,200,Potential,5,2005-03-19
4645,Internet,Economy,2015-02-26,Chernivtsi,200,Active,5,2002-03-15
4646,IoT,Business,2012-09-19,Lviv,300,Active,1,2006-05-01
4647,Mobile,Premium,2021-05-01,Sumy,200,Active,5,2005-09-05
4648,TV,Economy,2014-11-04,Odesa,200,Active,5,2005-01-03
4649,Internet,Standard,2004-07-20,Zhytomyr,200,Active,3,2001-02-08
4650,Mobile,Economy,1943-01-08,Kyiv,200,Active,4,2001-12-03
4651,Mobile,Economy,2009-07-09,Kyiv,700,Inactive,5,2026-01-11
4652,Mobile,Economy,1995-01-19,Ivano-Frankivsk,900,Inactive,3,2003-02-09
4653,Internet,Economy,2007-09-21,Kyiv,200,Inactive,5,2000-05-02
4654,Mobile,Standard,2021-09-09,Kyiv,50,Active,5,2012-07-21
4655,Internet,Standard,2003-10-31,Vinnytsia,200,Active,5,2001-01-14
4656,Internet,Economy,2021-02-19,Mykolaiv,100,Inactive,3,2002-10-30
4657,Mobile,Special,1964-02-05,Odesa,200,Active,5,2001-10-13
4658,TV,Standard,1984-09-17,Rivne,100,Active,4,2018-03-08
4659,TV,Economy,2009-12-22,Mykolaiv,300,Active,3,2002-08-07
4660,Mobile,Economy,1995-01-06,Zaporizhzhia,50,Active,3,2006-10-02
4661,IoT,Standard,2019-10-01,Cherkasy,900,Active,5,2004-12-29
4662,Mobile,Special,1989-10-21,Kyiv,100,Active,4,2000-03-28
4663,Mobile,Standard,1975-08-21,Dnipro,300,Inactive,5,2002-08-28
4664,Mobile,Business,1975-10-15,Odesa,700,Active,3,2002-09-15
4665,Internet,Standard,2013-11-05,Kyiv,100,Potential,5,2025-02-15
4666,Internet,Standard,2014-08-15,Dnipro,700,Active,2,2009-02-23
4667,Mobile,Standard,2002-10-30,Odesa,200,Active,1,2010-08-20
4668,Mobile,Standard,1928-12-16,Ivano-Frankivsk,900,Active,5,2002-01-22
4669,Mobile,Economy,1953-09-03,Zaporizhzhia,900,Inactive,2,2002-03-09
4670,TV,Business,2010-10-19,Khmelnytskyi,100,Potential,4,2003-12-20
4671,TV,Economy,1981-07-27,Kyiv,500,Active,5,2005-06-16
4672,Internet,Standard,1953-05-25,Kyiv,100,Active,5,2007-02-19
4673,Internet,Standard,2014-09-22,Vinnytsia,100,Active,4,2009-05-31
4674,Internet,Standard,1974-06-11,Kyiv,50,Inactive,4,2011-04-23
4675,Mobile,Economy,2014-06-19,Sumy,100,Active,4,2000-02-19
4676,Mobile,Standard,2011-06-28,Kharkiv,300,Inactive,2,2008-09-15
4677,Internet,Standard,2016-12-07,Kharkiv,200,Active,3,2005-03-02
4678,Internet,Standard,2003-08-20,Dnipro,300,Active,3,2004-02-27
4679,Mobile,Premium,1972-04-04,Dnipro,200,Active,4,2005-06-03
4680,IoT,Premium,2002-06-12,Kharkiv,900,Inactive,3,2011-09-13
4681,TV,Economy,2019-05-25,Kyiv,50,Active,3,2004-04-25
4682,Mobile,Special,2015-01-23,Kyiv,50,Active,4,2000-12-19
4683,Internet,Business,2000-05-06,Kharkiv,300,Potential,4,2003-02-22
4684,TV,Economy,1999-01-16,Kyiv,500,Active,4,2014-02-22
4685,Mobile,Economy,1999-06-15,Sumy,300,Active,3,2009-03-23
4686,Internet,Economy,2020-10-22,Odesa,200,Active,5,2001-03-29
4687,Mobile,Standard,1984-08-22,Kyiv,100,Active,5,2006-11-09
4688,Mobile,Business,1957-04-01,Lviv,50,Active,3,2001-08-15
4689,TV,Premium,2003-06-11,Odesa,200,Inactive,2,2002-05-07
4690,Mobile,Business,1988-04-07,Kyiv,200,Active,5,2003-06-19
4691,Mobile,Economy,1955-10-30,Kyiv,200,Active,5,2003-03-08
4692,Mobile,Standard,1994-10-31,Odesa,200,Inactive,1,2000-02-29
4693,Mobile,Economy,1992-04-15,Odesa,300,Potential,1,2008-02-22
4694,Mobile,Economy,1988-01-06,Mykolaiv,300,Inactive,3,2010-04-04
4695,Fixed Line,Standard,2014-09-28,Rivne,100,Inactive,5,2004-02-23
4696,Mobile,Economy,1999-01-29,Lviv,200,Potential,5,2001-01-14
4697,Internet,Standard,1972-06-15,Kyiv,100,Inactive,5,2001-07-23
4698,Internet,Standard,2013-05-21,Poltava,100,Potential,4,2000-09-27
4699,Mobile,Business,1960-09-22,Mykolaiv,300,Inactive,5,2001-01-06
4700,Internet,Economy,1996-06-26,Kropyvnytskyi,300,Active,3,2011-06-13
4701,Internet,Premium,2007-12-09,Kyiv,300,Active,5,2003-08-01
4702,Mobile,Special,1996-04-13,Dnipro,100,Potential,3,2000-08-23
4703,Mobile,Business,2008-12-06,Ivano-Frankivsk,700,Active,3,2001-08-11
4704,Internet,Premium,1973-03-01,Mykolaiv,100,Inactive,3,2016-05-07
4705,IoT,Standard,2004-12-23,Kyiv,500,Active,5,2003-11-24
4706,Mobile,Standard,1959-08-18,Chernihiv,200,Potential,5,2003-12-20
4707,Mobile,Premium,2003-06-26,Odesa,100,Active,4,2004-01-31
4708,Mobile,Premium,1993-06-09,Kyiv,100,Active,2,2000-08-24
4709,Mobile,Standard,1928-01-01,Kharkiv,100,Inactive,1,2019-04-05
4710,Internet,Premium,2018-08-26,Kyiv,200,Active,3,2000-06-25
4711,Mobile,Standard,1986-06-19,Ivano-Frankivsk,700,Active,3,2006-08-05
4712,Mobile,Economy,2018-11-28,Ternopil,200,Active,4,2000-04-29
4713,Mobile,Standard,1973-01-08,Rivne,300,Active,2,2003-03-18
4714,Mobile,Economy,1998-02-27,Dnipro,500,Active,5,2012-08-03
4715,Mobile,Economy,1946-10-21,Kyiv,300,Active,5,2008-01-04
4716,Mobile,Economy,1967-12-26,Lviv,200,Inactive,3,2002-03-25
4717,Mobile,Economy,2020-11-14,Kharkiv,900,Active,4,2004-05-22
4718,TV,Business,2018-12-17,Chernihiv,100,Active,2,2000-12-27
4719,TV,Standard,1997-11-01,Dnipro,200,Inactive,4,2017-02-12
4720,Mobile,Economy,2003-01-02,Vinnytsia,300,Active,5,2006-10-02
4721,Internet,Standard,2017-12-12,Kharkiv,50,Active,5,2002-07-26
4722,Mobile,Economy,2019-03-18,Kyiv,300,Active,2,2002-02-04
4723,Mobile,Standard,2000-04-11,Poltava,100,Active,5,2001-06-29
4724,Mobile,Standard,2021-08-18,Kharkiv,100,Active,5,2008-06-15
4725,Mobile,Business,1966-05-07,Mykolaiv,100,Potential,4,2003-02-14
4726,Fixed Line,Economy,1977-12-14,Chernihiv,900,Active,5,2002-03-12
4727,Mobile,Standard,1980-11-14,Kyiv,500,Active,3,2012-11-25
4728,Mobile,Business,2022-07-24,Kharkiv,100,Active,4,2000-11-21
4729,Fixed Line,Special,2021-08-31,Uzhhorod,100,Active,4,2001-09-04
4730,Internet,Economy,2001-02-24,Kyiv,200,Active,5,2002-04-25
4731,Mobile,Standard,1928-01-01,Sumy,200,Active,2,2001-08-24
4732,Mobile,Economy,2011-07-13,Lviv,500,Active,4,2004-10-26
4733,Mobile,Standard,2011-06-12,Kharkiv,900,Active,5,2005-01-11
4734,Mobile,Economy,2019-01-21,Chernivtsi,300,Inactive,3,2000-04-22
4735,Mobile,Business,1992-04-15,Zaporizhzhia,200,Active,5,2000-11-08
4736,Mobile,Economy,1994-07-09,Dnipro,100,Inactive,1,2001-03-18
4737,Internet,Standard,2020-01-29,Kyiv,50,Active,1,2000-05-25
